test_id,wafer_id,equipment_id,supply_voltage,output_voltage,current,leakage_current,resistance,capacitance,threshold_voltage,frequency,propagation_delay,setup_time,hold_time,timing_margin,temperature,thermal_delta,dynamic_power,static_power,total_power,test_duration,result,defect_type,severity
RS-TST-043366,WFR-V2-066,EQP-103,1.1929,1.1714,46.5874,148.5466,11.822,4.0368,0.4339,2455.68,12.558,0.8961,0.4158,2.8345,29.27,4.27,52.7304,0.17721,52.9055,158.34,PASS,NORMAL,0
RS-TST-043367,WFR-V2-067,EQP-101,1.2061,1.186,44.065,116.3343,12.6278,4.012,0.459,2437.17,12.7521,0.8549,0.4318,2.8055,28.04,3.04,50.8365,0.14031,50.9258,154.91,PASS,NORMAL,0
RS-TST-043368,WFR-V2-068,EQP-105,1.2044,1.1828,43.1758,128.9033,12.4345,4.2358,0.4534,2490.65,12.7852,0.8576,0.4323,2.4172,29.94,4.94,52.5277,0.15525,52.60661,151.6,PASS,NORMAL,0
RS-TST-043369,WFR-V2-069,EQP-104,1.2003,1.1881,43.1214,119.5389,12.3983,4.0885,0.4391,2561.58,12.0017,0.8602,0.4012,2.7534,27.15,2.15,51.5758,0.14348,51.68679,153.44,PASS,NORMAL,0
RS-TST-043370,WFR-V2-070,EQP-104,1.2188,1.1947,46.7419,106.652,13.0742,4.2046,0.4832,2556.27,12.9681,0.816,0.4297,1.8637,27.11,2.11,52.2507,0.12999,52.32556,145.43,PASS,PROCESS_VARIATION,0.5636
RS-TST-043401,WFR-V2-001,EQP-102,1.1622,1.1449,40.8695,128.4358,12.6065,4.1498,0.4538,2503.86,12.8022,0.8745,0.4274,2.2988,29.02,4.02,49.5922,0.14927,49.76859,152.04,PASS,LOW_VOLTAGE,0.2531
RS-TST-043402,WFR-V2-002,EQP-104,1.1854,1.1611,43.8195,86.3985,12.3918,4.2347,0.456,2405.08,13.0829,0.814,0.4151,2.7346,27.17,2.17,54.6333,0.10242,54.75964,150.94,PASS,POWER_ANOMALY,0.1594
RS-TST-043403,WFR-V2-003,EQP-104,1.187,1.1695,42.7727,127.459,11.9127,4.223,0.4358,2514.97,12.8687,0.8362,0.4132,2.1998,26.49,1.49,49.9448,0.1513,50.03622,154.17,PASS,NORMAL,0
RS-TST-043404,WFR-V2-004,EQP-102,1.1849,1.1687,46.768,62.3067,12.3335,3.8237,0.4405,2531.41,12.4653,0.8638,0.4022,2.4723,32.13,7.13,52.1508,0.07383,52.21251,143.65,PASS,THERMAL_ANOMALY,0.4565
RS-TST-043405,WFR-V2-005,EQP-102,1.1914,1.1744,43.6284,116.1306,12.5558,4.1767,0.4312,2554.98,12.7485,0.8126,0.4575,2.0946,28.18,3.18,52.8004,0.13836,52.91861,156.7,PASS,NORMAL,0
RS-TST-043406,WFR-V2-006,EQP-101,1.2161,1.1922,48.2353,169.6887,12.4048,4.2571,0.4338,2655.8,11.6755,0.8543,0.4515,2.5316,31.54,6.54,54.0445,0.20637,54.10955,152.56,PASS,HIGH_LEAKAGE,0.6287
RS-TST-043407,WFR-V2-007,EQP-105,1.2103,1.1889,44.0249,75.0359,12.2639,4.1822,0.4499,2544.79,11.8633,0.8651,0.4246,2.99,40.75,15.75,54.0423,0.09082,54.11946,154.79,FAIL,THERMAL_ANOMALY,0.6294
RS-TST-043408,WFR-V2-008,EQP-101,1.1856,1.1636,46.4338,129.0292,12.9603,3.9638,0.4454,2504.58,13.3517,0.8048,0.4063,1.8143,28.33,3.33,51.5037,0.15298,51.59707,154.27,PASS,NORMAL,0
RS-TST-043409,WFR-V2-009,EQP-102,1.2009,1.1763,44.4018,128.3746,12.6969,4.1575,0.4514,2545.34,12.8973,0.8462,0.3983,1.9715,27.74,2.74,46.452,0.15417,46.64059,154.2,PASS,NORMAL,0
RS-TST-043410,WFR-V2-010,EQP-104,1.173,1.1541,42.94,122.6144,12.7595,4.2253,0.4504,2368.31,13.065,0.8778,0.4176,2.9469,27.14,2.14,50.5176,0.14383,50.76823,152.39,PASS,NORMAL,0
RS-TST-043411,WFR-V2-011,EQP-103,1.1915,1.1702,44.7312,150.0492,12.3352,4.2431,0.4339,2556.03,12.1988,0.862,0.4234,2.5885,30.31,5.31,47.5897,0.17878,47.77038,152.41,PASS,NORMAL,0
RS-TST-043412,WFR-V2-012,EQP-105,1.2106,1.1895,40.84,139.3944,12.0689,4.0444,0.4407,2588.69,12.3183,0.8452,0.4407,2.2883,28.83,3.83,49.4986,0.16875,49.65254,149.61,PASS,NORMAL,0
RS-TST-043413,WFR-V2-013,EQP-104,1.235,1.2114,46.1813,125.7812,12.8302,4.3219,0.4582,2588.6,11.9676,0.8451,0.4011,2.6397,27.42,2.42,54.1654,0.15534,54.32643,158.9,PASS,NORMAL,0
RS-TST-043414,WFR-V2-014,EQP-103,1.1985,1.1855,40.5639,169.1259,13.169,4.0818,0.4547,2438.36,12.4773,0.8319,0.4174,3.0952,30.63,5.63,46.5566,0.2027,46.82285,149.06,PASS,NORMAL,0
RS-TST-043415,WFR-V2-015,EQP-101,1.2133,1.1914,42.9512,73.0697,12.5345,4.3225,0.437,2639.97,12.1518,0.8544,0.4313,2.1455,39.93,14.93,52.2239,0.08865,52.29808,154.47,FAIL,THERMAL_ANOMALY,0.9342
RS-TST-043416,WFR-V2-016,EQP-101,1.2272,1.208,42.8086,142.4721,12.822,4.1526,0.4642,2543.72,12.3305,0.9095,0.4455,2.485,28.68,3.68,56.893,0.17484,57.12905,154,PASS,NORMAL,0
RS-TST-043417,WFR-V2-017,EQP-101,1.2068,1.1863,41.8131,114.8243,12.831,4.1452,0.4605,2468.65,12.9176,0.8436,0.4293,2.442,28.18,3.18,52.2309,0.13857,52.31895,150.5,PASS,NORMAL,0
RS-TST-043418,WFR-V2-018,EQP-103,1.2228,1.207,47.2697,141.8771,12.7104,4.0986,0.4485,2595.5,12.5201,0.8392,0.384,2.0521,29.32,4.32,56.4086,0.17348,56.56272,146.56,PASS,NORMAL,0
RS-TST-043419,WFR-V2-019,EQP-103,1.1646,1.1445,42.5011,139.2468,11.3949,4.0181,0.453,2369.81,13.3965,0.8638,0.4118,2.6187,29.59,4.59,46.4249,0.16217,46.62346,148.22,PASS,NORMAL,0
RS-TST-043420,WFR-V2-020,EQP-105,1.185,1.1664,45.0087,141.5023,12.509,4.3163,0.4477,2471.86,13.0197,0.8218,0.4263,2.3407,28.79,3.79,49.076,0.16768,49.20744,153.75,PASS,NORMAL,0
RS-TST-043421,WFR-V2-021,EQP-103,1.1593,1.1377,42.4265,160.3196,11.8034,4.0326,0.4525,2374.65,13.7142,0.8847,0.4133,2.2457,29.21,4.21,49.1878,0.18586,49.33706,155.11,PASS,LOW_VOLTAGE,0.2064
RS-TST-043422,WFR-V2-022,EQP-101,1.1863,1.1626,43.8084,147.0231,12.6616,4.3825,0.4717,2273.03,12.9624,0.7916,0.4237,3.8436,26.8,1.8,54.228,0.17442,54.46455,151.08,PASS,NORMAL,0
RS-TST-043423,WFR-V2-023,EQP-104,1.2248,1.2132,43.3636,124.4581,12.0821,4.2385,0.4517,2594.31,11.8905,0.8458,0.4286,2.6822,27.51,2.51,57.3423,0.15243,57.4827,148.31,PASS,NORMAL,0
RS-TST-043424,WFR-V2-024,EQP-104,1.1736,1.1464,39.4235,113.7328,13.0217,3.9696,0.4419,2474.68,13.3415,0.8006,0.4284,2.0217,27.33,2.33,50.7046,0.13347,50.83354,157.15,PASS,NORMAL,0
RS-TST-043425,WFR-V2-025,EQP-103,1.2159,1.1905,46.4347,183.4949,12.5833,4.1994,0.4701,2501.69,13.1742,0.8745,0.412,1.9405,32.68,7.68,56.485,0.2231,56.66086,152.82,FAIL,HIGH_LEAKAGE,0.4072
RS-TST-043426,WFR-V2-026,EQP-103,1.1944,1.1795,44.2127,163.859,12.154,4.1821,0.4516,2513.8,12.5018,0.8682,0.4429,2.5421,30.11,5.11,51.6938,0.19571,51.91388,150.8,PASS,HIGH_LEAKAGE,0.12
RS-TST-043427,WFR-V2-027,EQP-102,1.1819,1.1547,43.223,126.4617,12.8528,4.1748,0.4519,2433.17,13.3291,0.8481,0.4336,2.2622,29.61,4.61,52.7697,0.14946,52.84864,153.78,PASS,NORMAL,0
RS-TST-043428,WFR-V2-028,EQP-101,1.1847,1.162,45.8838,132.0825,12.216,4.2493,0.4382,2535.24,12.0535,0.818,0.4027,2.9061,28.58,3.58,49.6113,0.15648,49.76073,150.01,PASS,NORMAL,0
RS-TST-043429,WFR-V2-029,EQP-103,1.1802,1.1689,44.011,152.6212,12.0286,4.2796,0.4474,2397.8,13.459,0.8346,0.4294,2.3884,30.48,5.48,49.5338,0.18012,49.80704,152.92,PASS,NORMAL,0
RS-TST-043430,WFR-V2-030,EQP-101,1.1941,1.1711,42.5971,130.8046,12.0318,4.0996,0.4396,2504.96,12.5017,0.8656,0.4375,2.601,27.23,2.23,50.3936,0.15619,50.55316,149.87,PASS,NORMAL,0
RS-TST-043431,WFR-V2-031,EQP-102,1.191,1.1673,43.392,156.8714,12.7602,4.4105,0.4322,2543.37,12.7875,0.8385,0.4115,2.1011,29.43,4.43,57.3414,0.18683,57.55369,153.88,PASS,EQUIPMENT_DRIFT,0.353
RS-TST-043432,WFR-V2-032,EQP-102,1.2276,1.2124,44.4171,126.1072,12.5902,4.2242,0.4433,2637.64,11.9299,0.8623,0.4213,2.3728,28.7,3.7,53.2832,0.15481,53.39733,153.29,PASS,NORMAL,0
RS-TST-043433,WFR-V2-033,EQP-103,1.1883,1.1721,42.5291,138.2234,11.6297,3.9831,0.4472,2420.42,12.6967,0.8006,0.4209,3.0287,30.05,5.05,54.9185,0.16425,55.09352,153.21,PASS,NORMAL,0
RS-TST-043434,WFR-V2-034,EQP-104,1.2136,1.1969,47.3762,122.9057,12.5992,4.1817,0.4449,2547.56,11.8363,0.8724,0.4063,2.9926,28.22,3.22,54.1889,0.14915,54.42578,149.96,PASS,HIGH_LEAKAGE,0.2181
RS-TST-043435,WFR-V2-035,EQP-102,1.2008,1.1843,45.4928,158.5257,13.8214,4.2536,0.4837,2423.36,13.9103,0.844,0.3966,1.7518,27.75,2.75,51.9916,0.19035,52.14992,148.71,PASS,PROCESS_VARIATION,0.1707
RS-TST-043436,WFR-V2-036,EQP-103,1.1891,1.1779,43.3385,138.5035,13.5272,4.0503,0.5069,2412.99,14.6356,0.8289,0.4166,1.1125,29.67,4.67,49.1923,0.16469,49.25744,155.63,FAIL,PROCESS_VARIATION,0.9032
RS-TST-043437,WFR-V2-037,EQP-104,1.2145,1.1921,43.5974,111.8328,12.0938,4.0854,0.4807,2459.33,12.8172,0.8436,0.4212,2.6039,27.7,2.7,54.3583,0.13582,54.51,151.7,PASS,NORMAL,0
RS-TST-043438,WFR-V2-038,EQP-105,1.2067,1.193,43.5049,139.1865,12.3184,4.2477,0.454,2507.75,12.9049,0.903,0.4322,2.1426,29.06,4.06,49.8521,0.16795,49.9875,149.3,PASS,NORMAL,0
RS-TST-043439,WFR-V2-039,EQP-102,1.1599,1.1361,40.3821,124.1845,12.0566,4.1023,0.4376,2364.84,14.7468,0.8964,0.4099,1.2713,28.34,3.34,48.3129,0.14404,48.46267,149.02,FAIL,TIMING_FAILURE,0.234
RS-TST-043440,WFR-V2-040,EQP-102,1.1977,1.1887,41.996,108.0426,12.1165,4.3005,0.4378,2542.15,12.5087,0.8832,0.4173,2.3428,28.38,3.38,56.5908,0.1294,56.78043,150.1,PASS,NORMAL,0
RS-TST-043441,WFR-V2-041,EQP-102,1.2204,1.1981,43.5657,134.7035,13.3568,4.2165,0.4731,2567.69,12.3149,0.9098,0.45,2.3535,28.59,3.59,52.7546,0.16439,52.93635,145.35,PASS,EQUIPMENT_DRIFT,0.4837
RS-TST-043442,WFR-V2-042,EQP-104,1.2105,1.1901,40.7785,110.8845,12.147,4.1224,0.4468,2542.33,12.0106,0.8979,0.4513,2.8251,26.44,1.44,55.9074,0.13422,56.00598,149.21,PASS,NORMAL,0
RS-TST-043443,WFR-V2-043,EQP-103,1.2029,1.1831,46.1433,90.3034,12.4659,4.2232,0.4375,2598.72,12.6159,0.8421,0.4253,1.9342,42.65,17.65,53.0658,0.10862,53.14301,150.57,FAIL,THERMAL_ANOMALY,0.6884
RS-TST-043444,WFR-V2-044,EQP-104,1.1882,1.1647,42.829,108.4425,11.7948,4.0175,0.4657,2365.82,12.6003,0.8565,0.4123,3.4505,26.01,1.01,54.7143,0.12885,54.82761,150.11,PASS,NORMAL,0
RS-TST-043445,WFR-V2-045,EQP-101,1.2321,1.2146,50.39,103.8946,12.1231,4.2177,0.451,2684.37,12.028,0.8352,0.4035,2.0379,25.96,0.96,58.6377,0.12801,58.66911,149.81,PASS,EQUIPMENT_DRIFT,0.2585
RS-TST-043446,WFR-V2-046,EQP-103,1.2102,1.202,45.6719,160.871,12.9645,3.9331,0.4466,2656.02,12.431,0.892,0.4236,1.7371,29.56,4.56,52.3321,0.19469,52.53457,144.92,PASS,NORMAL,0
RS-TST-043447,WFR-V2-047,EQP-102,1.217,1.1935,45.0939,136.2503,12.8103,4.0881,0.4597,2415.14,15.026,0.9833,0.4243,0.5529,27.96,2.96,54.0415,0.16582,54.15623,149.65,FAIL,TIMING_FAILURE,0.5717
RS-TST-043448,WFR-V2-048,EQP-101,1.2124,1.1887,44.3379,124.391,12.3708,4.2032,0.4422,2557.48,12.2297,0.8193,0.4137,2.5914,27.13,2.13,54.1452,0.15081,54.32445,149.46,PASS,NORMAL,0
RS-TST-043449,WFR-V2-049,EQP-102,1.2142,1.1933,40.5959,110.6039,11.9462,4.2496,0.4412,2587.89,12.7346,0.8427,0.4102,1.8793,28.57,3.57,56.409,0.1343,56.54166,143.27,PASS,NORMAL,0
RS-TST-043450,WFR-V2-050,EQP-105,1.175,1.1589,40.6135,139.3831,12.6055,4.1467,0.4665,2308.75,13.7377,0.8183,0.4238,2.7694,28.95,3.95,51.8275,0.16377,51.97502,155.96,PASS,NORMAL,0
RS-TST-043451,WFR-V2-051,EQP-102,1.187,1.167,43.0431,63.4992,12.2149,4.2149,0.4491,2445.9,13.1504,0.8344,0.4142,2.3691,34.8,9.8,49.0398,0.07538,49.08573,148.48,PASS,THERMAL_ANOMALY,0.328
RS-TST-043452,WFR-V2-052,EQP-101,1.208,1.1875,44.7835,133.3786,12.2663,4.288,0.4396,2509.25,12.3163,0.8926,0.4032,2.7321,28.02,3.02,53.2979,0.16112,53.48394,144.95,PASS,NORMAL,0
RS-TST-043453,WFR-V2-053,EQP-105,1.0852,1.0624,46.068,147.3141,12.7978,4.2784,0.4592,2455.28,13.8757,0.8646,0.4177,1.5511,27.39,2.39,50.0493,0.15986,50.18176,142.17,FAIL,LOW_VOLTAGE,0.8771
RS-TST-043454,WFR-V2-054,EQP-104,1.2016,1.192,42.678,120.6047,11.8799,4.2092,0.4565,2422.28,12.3684,0.8372,0.4206,3.3078,28.32,3.32,47.6889,0.14492,47.80209,154.01,PASS,NORMAL,0
RS-TST-043455,WFR-V2-055,EQP-104,1.2023,1.1751,45.1373,150.283,12.4952,4.091,0.4589,2588.67,11.9829,0.8234,0.3979,2.6457,27.85,2.85,50.469,0.18069,50.65694,152.61,PASS,LOW_VOLTAGE,0.1498
RS-TST-043456,WFR-V2-056,EQP-102,1.2034,1.1815,43.7854,177.2292,12.2264,3.8926,0.4389,2573.55,12.5066,0.8652,0.4179,2.1709,29.21,4.21,53.4817,0.21328,53.65902,145.88,FAIL,NORMAL,0
RS-TST-043457,WFR-V2-057,EQP-102,1.1939,1.1759,44.5503,140.5286,12.941,4.0421,0.4532,2308.22,15.0988,0.9538,0.4262,1.2768,28.14,3.14,51.9002,0.16777,51.96592,147.96,FAIL,TIMING_FAILURE,0.7269
RS-TST-043458,WFR-V2-058,EQP-102,1.1843,1.1634,44.2875,151.4313,12.806,4.1987,0.4417,2466.34,12.6175,0.9092,0.4329,2.6917,27.5,2.5,52.226,0.17935,52.30528,152.68,PASS,NORMAL,0
RS-TST-043459,WFR-V2-059,EQP-101,1.2006,1.1765,44.231,145.4576,13.9122,4.0696,0.5205,2461.85,14.7185,0.8372,0.4342,0.6923,27.28,2.28,56.6092,0.17464,56.80317,145.84,FAIL,PROCESS_VARIATION,0.9413
RS-TST-043460,WFR-V2-060,EQP-102,1.214,1.1882,43.5782,126.6002,12.5215,3.7642,0.4657,2460.84,12.8936,0.9085,0.4131,2.4525,29.11,4.11,53.5465,0.1537,53.69673,143.06,PASS,NORMAL,0
RS-TST-043461,WFR-V2-061,EQP-105,1.202,1.1851,43.4184,147.4832,12.482,4.2249,0.4638,2490.24,12.9703,0.8112,0.4409,2.2812,28.65,3.65,51.1756,0.17727,51.3452,154.28,PASS,NORMAL,0
RS-TST-043462,WFR-V2-062,EQP-101,1.2033,1.1819,44.0862,128.5937,12.6288,4.1873,0.4522,2487.24,12.7016,0.8908,0.4307,2.4897,27.98,2.98,52.9763,0.15474,53.1349,147.32,PASS,NORMAL,0
RS-TST-043463,WFR-V2-063,EQP-104,1.1767,1.1551,40.9873,125.8771,11.8399,4.2551,0.4383,2444.95,12.5396,0.875,0.4208,2.9457,27.05,2.05,48.928,0.14812,49.18286,152.51,PASS,NORMAL,0
RS-TST-043464,WFR-V2-064,EQP-102,1.2083,1.1974,43.8399,149.3989,11.7861,4.1024,0.4447,2576.86,12.0764,0.809,0.4172,2.6375,28.98,3.98,52.3238,0.18052,52.43521,145.92,PASS,NORMAL,0
RS-TST-043465,WFR-V2-065,EQP-103,1.1936,1.1748,45.1309,127.315,12.0121,4.3789,0.4402,2496.61,12.8698,0.8435,0.4356,2.3085,29.45,4.45,51.9464,0.15197,52.19007,153.84,PASS,NORMAL,0
RS-TST-043466,WFR-V2-066,EQP-105,1.1929,1.1746,44.1731,125.8382,12.2715,4.2065,0.4597,2459.64,13.078,0.8676,0.4388,2.3169,28.16,3.16,49.4591,0.15012,49.6159,142.62,PASS,NORMAL,0
RS-TST-043467,WFR-V2-067,EQP-105,1.2132,1.199,44.6597,138.5267,12.1037,4.1455,0.4619,2547.65,12.5188,0.8157,0.4215,2.3663,27.51,2.51,51.5608,0.16806,51.81157,153.37,PASS,NORMAL,0
RS-TST-043468,WFR-V2-068,EQP-101,1.211,1.1948,47.4766,116.8406,12.2978,4.2332,0.4382,2586.03,11.9355,0.8781,0.3984,2.654,28.44,3.44,75.0274,0.14149,75.12846,152.34,PASS,POWER_ANOMALY,0.7259
RS-TST-043469,WFR-V2-069,EQP-105,1.2032,1.1779,45.1259,136.5514,12.6848,4.2571,0.4516,2511.37,12.6519,0.8712,0.4184,2.4044,28.82,3.82,54.3956,0.1643,54.55269,149.87,PASS,NORMAL,0
RS-TST-043470,WFR-V2-070,EQP-105,1.221,1.1992,44.0528,136.6,11.939,4.0848,0.4447,2566.1,12.6213,0.8725,0.4394,2.0941,29.53,4.53,53.7762,0.16679,53.97891,152.7,PASS,NORMAL,0
RS-TST-043501,WFR-V2-001,EQP-103,1.18,1.1579,42.57,161.4575,12.7812,4.0818,0.4508,2410.14,13.7869,0.8471,0.4326,1.9627,29.97,4.97,50.2856,0.19052,50.49949,146.1,PASS,NORMAL,0
RS-TST-043502,WFR-V2-002,EQP-102,1.2139,1.1978,44.5975,72.0494,12.5036,4.3806,0.4502,2529.95,12.1306,0.8861,0.4031,2.794,40.91,15.91,56.2637,0.08746,56.45495,146.24,FAIL,THERMAL_ANOMALY,0.8026
RS-TST-043503,WFR-V2-003,EQP-104,1.2103,1.2029,44.6481,135.913,12.8802,4.0549,0.4481,2557.42,12.1699,0.8188,0.4036,2.652,27.42,2.42,48.8959,0.1645,49.08479,156.88,PASS,NORMAL,0
RS-TST-043504,WFR-V2-004,EQP-101,1.1957,1.1698,42.7447,126.5534,11.9073,4.3176,0.4373,2596.48,12.4861,0.7754,0.4106,2.144,28.47,3.47,50.7026,0.15132,50.87983,149.74,PASS,NORMAL,0
RS-TST-043505,WFR-V2-005,EQP-103,1.196,1.1748,44.5442,118.2964,12.2462,4.163,0.4534,2473.96,12.8789,0.8139,0.4365,2.4755,29.09,4.09,50.549,0.14148,50.71263,147.6,PASS,NORMAL,0
RS-TST-043506,WFR-V2-006,EQP-104,1.2221,1.193,43.0306,135.5328,12.4713,4.164,0.4387,2638.65,11.8068,0.8431,0.4239,2.5095,27.6,2.6,54.9333,0.16564,55.16294,142.05,PASS,NORMAL,0
RS-TST-043507,WFR-V2-007,EQP-105,1.229,1.2036,44.8755,125.6879,12.2224,4.0082,0.439,2600.34,12.2327,0.9287,0.429,2.2212,29.8,4.8,58.0014,0.15447,58.12634,149.28,PASS,NORMAL,0
RS-TST-043508,WFR-V2-008,EQP-104,1.1879,1.1705,42.3102,135.2195,12.8609,4.0324,0.459,2387.77,12.7714,0.8351,0.4224,3.1455,26.82,1.82,49.2861,0.16062,49.30635,144.84,PASS,NORMAL,0
RS-TST-043509,WFR-V2-009,EQP-105,1.2092,1.1976,43.458,127.2231,12.0473,4.1591,0.4408,2630.05,12.2863,0.8375,0.4421,2.085,28.75,3.75,50.3571,0.15384,50.56148,147.44,PASS,NORMAL,0
RS-TST-043510,WFR-V2-010,EQP-101,1.1689,1.1438,47.3052,123.0865,13.2829,4.2628,0.4475,2464.99,12.7482,0.8723,0.4273,2.6067,26.56,1.56,52.8834,0.14388,53.1079,144.69,PASS,LOW_VOLTAGE,0.1518
RS-TST-043511,WFR-V2-011,EQP-104,1.1689,1.1574,45.9197,107.9262,12.3564,4.1888,0.4442,2571.63,12.9287,0.8356,0.4189,1.79,27.2,2.2,52.2774,0.12615,52.41396,142.43,PASS,LOW_VOLTAGE,0.4365
RS-TST-043512,WFR-V2-012,EQP-104,1.1898,1.1701,48.2738,101.7505,12.326,4.4436,0.4618,2398.95,13.4376,0.8561,0.4299,2.3804,27.36,2.36,54.2002,0.12107,54.35098,154.68,PASS,POWER_ANOMALY,0.6757
RS-TST-043513,WFR-V2-013,EQP-103,1.2175,1.1917,42.6358,131.9079,12.8915,4.1224,0.4717,2551.08,13.4204,0.856,0.44,1.4033,31.06,6.06,53.7826,0.1606,53.99132,150.37,PASS,PROCESS_VARIATION,0.4444
RS-TST-043514,WFR-V2-014,EQP-101,1.1644,1.153,42.1115,138.1696,11.9631,4.2898,0.4581,2306.62,13.6558,0.8483,0.428,2.8374,28.48,3.48,50.2526,0.16089,50.4077,143.09,PASS,NORMAL,0
RS-TST-043515,WFR-V2-015,EQP-104,1.208,1.1836,46.5938,125.1932,12.5726,4.2013,0.452,2579.77,12.4275,0.8959,0.4321,2.1819,26.96,1.96,51.1341,0.15124,51.30369,148.53,PASS,NORMAL,0
RS-TST-043516,WFR-V2-016,EQP-101,1.196,1.1752,45.983,68.2531,12.0332,4.0743,0.427,2520.3,12.2306,0.8639,0.4254,2.7766,44.7,19.7,51.7449,0.08163,51.77786,143.72,FAIL,THERMAL_ANOMALY,0.6541
RS-TST-043517,WFR-V2-017,EQP-105,1.2004,1.1858,43.9266,154.4912,12.9839,4.273,0.4491,2515.44,12.6149,0.809,0.4328,2.4779,28.86,3.86,65.7023,0.18544,65.82371,148.75,PASS,POWER_ANOMALY,0.5145
RS-TST-043518,WFR-V2-018,EQP-103,1.1791,1.1576,44.1392,171.0255,13.02,4.0009,0.4456,2505.39,13.5382,0.8843,0.4365,1.5431,33.56,8.56,52.5179,0.20165,52.6019,149.56,PASS,HIGH_LEAKAGE,0.5038
RS-TST-043519,WFR-V2-019,EQP-101,1.1186,1.1,46.7096,115.0458,12.7645,4.2019,0.4382,2599.65,12.6128,0.8319,0.4182,1.942,27.63,2.63,51.1178,0.12869,51.23128,146.63,PASS,LOW_VOLTAGE,0.5939
RS-TST-043520,WFR-V2-020,EQP-102,1.1605,1.1393,43.2696,115.7611,12.161,4.0766,0.4498,2525.98,13.066,0.8299,0.424,1.9396,27.63,2.63,53.7664,0.13434,53.92491,146.01,PASS,LOW_VOLTAGE,0.3207
RS-TST-043521,WFR-V2-021,EQP-104,1.208,1.1875,47.6797,115.9664,12.9815,4.2473,0.4388,2550.97,12.3439,0.9189,0.4098,2.4175,26.87,1.87,50.0641,0.14009,50.17731,150.01,PASS,TIMING_FAILURE,0.1401
RS-TST-043522,WFR-V2-022,EQP-104,1.1766,1.1661,44.6374,108.8453,12.8387,4.3541,0.4395,2445.8,12.1575,0.9091,0.4001,3.288,25.42,0.42,49.9224,0.12807,50.08055,146.1,PASS,PROCESS_VARIATION,0.0897
RS-TST-043523,WFR-V2-023,EQP-101,1.2047,1.1741,44.5475,124.6925,14.1254,4.1319,0.4373,2564.53,12.0795,0.8562,0.4332,2.6617,27.69,2.69,52.4113,0.15021,52.49675,145.92,PASS,EQUIPMENT_DRIFT,0.8473
RS-TST-043524,WFR-V2-024,EQP-102,1.1976,1.1801,45.5962,146.1164,12.1175,4.1235,0.445,2464.95,12.3264,0.8858,0.4013,3.0153,28.1,3.1,53.5246,0.17498,53.70211,151.1,PASS,NORMAL,0
RS-TST-043525,WFR-V2-025,EQP-103,1.1908,1.1678,45.1337,144.8376,13.0769,4.2532,0.445,2511.22,12.7056,0.8704,0.405,2.3525,31.7,6.7,52.1672,0.17248,52.38442,148.69,PASS,EQUIPMENT_DRIFT,0.3572
RS-TST-043526,WFR-V2-026,EQP-105,1.1999,1.1803,43.178,134.0676,13.5452,4.2481,0.4407,2493.07,12.1377,0.8532,0.4332,3.0535,28.68,3.68,50.4989,0.16087,50.6921,147.54,PASS,EQUIPMENT_DRIFT,0.6471
RS-TST-043527,WFR-V2-027,EQP-105,1.1968,1.1789,44.5207,130.8729,12.6897,4.0544,0.4581,2468.18,13.2037,0.8608,0.4143,2.1418,27.88,2.88,54.1079,0.15663,54.29004,147.83,PASS,NORMAL,0
RS-TST-043528,WFR-V2-028,EQP-101,1.2179,1.1925,43.3445,113.1861,12.0887,4.1815,0.4585,2510.78,12.3047,0.8637,0.4089,2.7629,26.29,1.29,57.0054,0.13785,57.14758,147.21,PASS,NORMAL,0
RS-TST-043529,WFR-V2-029,EQP-102,1.178,1.1624,43.8623,131.1864,12.1005,4.2601,0.4489,2426.92,12.7166,0.8546,0.401,2.9106,28.15,3.15,54.0602,0.15454,54.20642,147.97,PASS,NORMAL,0
RS-TST-043530,WFR-V2-030,EQP-102,1.1777,1.1605,42.427,131.9306,12.6216,4.1212,0.4492,2419.89,13.159,0.8491,0.4044,2.5215,28.33,3.33,45.5309,0.15538,45.61731,154.32,PASS,NORMAL,0
RS-TST-043531,WFR-V2-031,EQP-105,1.2036,1.1922,43.3922,133.3731,12.8586,4.1856,0.4565,2532.63,12.4803,0.841,0.4373,2.4726,29.24,4.24,54.561,0.16052,54.71576,150.15,PASS,NORMAL,0
RS-TST-043532,WFR-V2-032,EQP-103,1.2044,1.1755,44.7243,131.7774,12.369,4.1514,0.4273,2607.57,11.993,0.878,0.4259,2.469,28.79,3.79,54.859,0.15872,54.90588,150.97,PASS,NORMAL,0
RS-TST-043533,WFR-V2-033,EQP-105,1.2038,1.1859,42.8297,136.2495,12.9779,4.2785,0.4458,2545.27,12.3155,0.8301,0.428,2.5698,29.13,4.13,54.7297,0.16402,54.90784,142.16,PASS,NORMAL,0
RS-TST-043534,WFR-V2-034,EQP-102,1.1969,1.1812,45.9567,119.9765,12.7623,4.6091,0.4455,2513.36,12.6116,0.855,0.417,2.4483,27.85,2.85,54.4692,0.1436,54.62357,156.67,PASS,NORMAL,0
RS-TST-043535,WFR-V2-035,EQP-103,1.2051,1.1833,46.0776,169.568,12.1578,4.2289,0.4232,2617.12,11.9769,0.794,0.4312,2.5131,30.33,5.33,53.1885,0.20435,53.41148,145.87,PASS,NORMAL,0
