test_id,lot_id,wafer_id,die_id,equipment_id,test_station,test_cycle,burn_in_hour,die_row,die_col,r_norm,supply_voltage,output_voltage,current,leakage_current,resistance,capacitance,threshold_voltage,frequency,propagation_delay,setup_time,hold_time,timing_margin,temperature,dynamic_power,total_power,test_duration,voltage_headroom,voltage_utilization,leakage_fraction,power_per_current,normalized_timing_margin,frequency_delay_product,thermal_delta,effective_drive_current,rc_delay,timing_slack,dynamic_power_per_freq,leakage_temperature_interaction,result,defect_type,is_anomaly,is_unknown_anomaly,is_borderline,is_latent,dataset_version,generator_version,source_type,eq_EQP-101,eq_EQP-102,eq_EQP-103,eq_EQP-104,eq_EQP-105
TST-0036848,LOT-008,WFR-008-03,DIE-R49C31,EQP-102,STN-01,1,0.0,19,1,0.6342,1.2303,1.1576,46.0627,129.0774,13.2359,4.2007,0.4362,2434.03,12.2495,0.7965,0.4411,2.8639,27.89,51.7863,51.9086,151.73,0.7941,0.354548,0.002802,1.124257,0.233797,29.81565,2.89,45.933623,0.0556,1.6263,0.021276,3.599969,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,1.0,0.0,0.0,0.0
TST-0036849,LOT-009,WFR-009-03,DIE-R56C44,EQP-103,STN-02,1,0.0,26,14,0.9843,1.2122,1.1762,42.1404,159.517,13.3503,3.9987,0.4773,2262.91,14.7113,0.8391,0.436,2.1731,28.71,49.0608,49.2844,147.21,0.7349,0.393747,0.003785,1.164222,0.147716,33.290348,3.71,41.980883,0.053384,0.898,0.02168,4.579733,PASS,TIMING_FAILURE,1,0,0,1,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,1.0,0.0,0.0
TST-0036850,LOT-010,WFR-010-03,DIE-R03C57,EQP-104,STN-03,1,0.0,-27,27,1.0,1.1913,1.1782,49.6693,156.3397,13.2718,4.1141,0.4749,2572.56,12.7353,0.8334,0.4101,1.9064,27.24,54.7591,55.0075,151.92,0.7164,0.39864,0.003148,1.102474,0.149694,32.762323,2.24,49.51296,0.054602,0.6629,0.021286,4.258693,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,1.0,0.0
TST-0036851,LOT-011,WFR-011-03,DIE-R10C10,EQP-106,STN-04,1,0.0,-20,-20,0.9428,1.185,1.1762,41.8221,153.6384,12.7731,4.379,0.4622,2311.23,12.7137,0.8121,0.4166,3.2191,29.71,49.665,49.8364,147.54,0.7228,0.390042,0.003674,1.18753,0.253199,29.384285,4.71,41.668462,0.055933,1.9904,0.021489,4.564597,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0036852,LOT-012,WFR-012-03,DIE-R17C23,EQP-107,STN-01,1,0.0,-13,-7,0.4922,1.1866,1.1519,42.1298,133.098,13.1947,4.2801,0.4557,2308.96,12.5452,0.8654,0.4397,4.1911,29.3,50.8329,50.9922,149.34,0.7309,0.384038,0.003159,1.206578,0.33408,28.966365,4.3,41.996702,0.056475,2.886,0.022015,3.899771,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0036853,LOT-013,WFR-013-03,DIE-R24C36,EQP-101,STN-02,1,0.0,-6,6,0.2828,1.1974,1.1634,47.0639,118.1188,12.971,3.9064,0.4563,2469.45,12.6657,0.8453,0.4321,2.6641,28.12,52.3442,52.4653,148.34,0.7411,0.381076,0.00251,1.112194,0.21034,31.277313,3.12,46.945781,0.05067,1.3867,0.021197,3.321501,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,1.0,0.0,0.0,0.0,0.0
TST-0036854,LOT-014,WFR-014-03,DIE-R31C49,EQP-102,STN-03,1,0.0,1,19,0.6342,1.2152,1.1968,42.0303,125.2195,11.6842,4.3973,0.4706,2355.19,12.2376,0.8348,0.4182,3.7209,27.54,48.686,48.8002,155.43,0.7446,0.387261,0.002979,1.158355,0.304055,28.821873,2.54,41.90508,0.051379,2.4679,0.020672,3.448545,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,1.0,0.0,0.0,0.0
TST-0036855,LOT-015,WFR-015-03,DIE-R38C02,EQP-103,STN-04,1,0.0,8,-28,0.9707,1.189,1.148,45.234,173.2908,12.1196,4.1635,0.4482,2384.22,13.2411,0.7975,0.4068,2.9384,29.34,51.5969,51.7891,145.01,0.7408,0.376955,0.003831,1.140666,0.221915,31.569695,4.34,45.060709,0.05046,1.7341,0.021641,5.084352,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,1.0,0.0,0.0
TST-0036857,LOT-017,WFR-017-03,DIE-R52C28,EQP-106,STN-02,1,0.0,22,-2,0.7364,1.1962,1.2035,42.7763,152.2779,13.1437,4.4791,0.4353,2380.85,12.2548,0.8177,0.4045,3.6854,28.16,53.2048,53.386,156.11,0.7609,0.363902,0.00356,1.243792,0.300731,29.176841,3.16,42.624022,0.058872,2.4632,0.022347,4.288146,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0036860,LOT-020,WFR-020-03,DIE-R13C07,EQP-102,STN-01,1,0.0,-17,-23,0.9534,1.1657,1.1802,46.853,178.7072,12.5802,4.1501,0.4559,2523.98,12.9918,0.8569,0.3847,2.5333,28.43,53.7954,53.9973,152.84,0.7098,0.391095,0.003814,1.148174,0.194992,32.791043,3.43,46.674293,0.052209,1.2917,0.021314,5.080646,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,1.0,0.0,0.0,0.0
TST-0036864,LOT-004,WFR-004-04,DIE-R41C59,EQP-107,STN-01,1,0.0,11,29,1.0,1.1972,1.1737,45.7192,194.3955,12.3721,4.2775,0.4816,2305.98,12.6156,0.8524,0.397,3.6534,30.47,49.6934,49.8736,151.58,0.7156,0.402272,0.004252,1.086926,0.289594,29.091321,5.47,45.524805,0.052922,2.404,0.02155,5.923231,PASS,NORMAL,0,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0036865,LOT-005,WFR-005-04,DIE-R48C12,EQP-101,STN-02,1,0.0,18,-18,0.8485,1.1952,1.1813,41.7152,125.0218,14.0576,4.2563,0.4765,2351.2,12.7728,0.8317,0.4379,3.3639,28.24,53.5197,53.7137,154.38,0.7187,0.398678,0.002997,1.282978,0.263364,30.031407,3.24,41.590178,0.059833,2.0943,0.022763,3.530616,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,1.0,0.0,0.0,0.0,0.0
TST-0036866,LOT-006,WFR-006-04,DIE-R55C25,EQP-102,STN-03,1,0.0,25,-5,0.8498,1.2157,1.1799,44.0818,136.3627,13.2505,4.3168,0.4575,2479.12,12.7192,0.8255,0.4199,2.7507,27.51,51.1362,51.3026,146.76,0.7582,0.376326,0.003093,1.16003,0.216264,31.532423,2.51,43.945437,0.0572,1.5053,0.020627,3.751338,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,1.0,0.0,0.0,0.0
TST-0036868,LOT-008,WFR-008-04,DIE-R09C51,EQP-104,STN-01,1,0.0,-21,21,0.9899,1.1892,1.169,45.3088,166.257,12.9795,4.0676,0.4582,2368.47,12.7918,0.8968,0.4129,3.149,27.17,50.1221,50.3394,151.78,0.731,0.385301,0.003669,1.106233,0.246173,30.296995,2.17,45.142543,0.052795,1.8393,0.021162,4.517203,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,1.0,0.0
TST-0036869,LOT-009,WFR-009-04,DIE-R16C04,EQP-106,STN-02,1,0.0,-14,-26,0.9843,1.2434,1.1632,43.5389,182.1803,12.2405,4.0665,0.4757,2305.32,12.5305,0.8461,0.4433,4.0798,28.86,46.4739,46.6801,145.16,0.7677,0.38258,0.004184,1.067411,0.32559,28.886812,3.86,43.35672,0.049776,2.7904,0.020159,5.257723,PASS,NORMAL,0,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0036870,LOT-010,WFR-010-04,DIE-R23C17,EQP-107,STN-03,1,0.0,-7,-13,0.4922,1.1781,1.1574,47.5171,138.0675,13.5126,4.2529,0.4645,2639.98,12.2218,0.8471,0.3802,1.6618,29.58,57.1632,57.3089,156.16,0.7136,0.394279,0.002906,1.203003,0.13597,32.265308,4.58,47.379033,0.057468,0.4345,0.021653,4.084037,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0036871,LOT-011,WFR-011-04,DIE-R30C30,EQP-101,STN-04,1,0.0,0,0,0.0,1.2022,1.1736,43.5533,121.2518,12.7955,4.1772,0.45,2356.81,12.4888,0.9268,0.4151,3.474,28.28,49.1848,49.2808,144.13,0.7522,0.374314,0.002784,1.129301,0.278169,29.433729,3.28,43.432048,0.053449,2.1321,0.020869,3.429001,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,1.0,0.0,0.0,0.0,0.0
TST-0036872,LOT-012,WFR-012-04,DIE-R37C43,EQP-102,STN-01,1,0.0,7,13,0.4922,1.1843,1.1751,38.9607,143.8571,13.5919,4.314,0.4686,2151.99,13.181,0.8527,0.4251,4.8357,29.5,45.9554,46.0828,153.04,0.7157,0.395677,0.003692,1.179532,0.366869,28.36538,4.5,38.816843,0.058635,3.5579,0.021355,4.243784,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,1.0,0.0,0.0,0.0
TST-0036873,LOT-013,WFR-013-04,DIE-R44C56,EQP-103,STN-02,1,0.0,14,26,0.9843,1.1931,1.1739,46.0424,148.6017,11.6219,3.9826,0.4736,2399.27,12.998,0.8581,0.4302,2.9136,27.22,50.9776,51.1824,149.88,0.7195,0.396949,0.003227,1.107188,0.224158,31.185711,2.22,45.893798,0.046285,1.6253,0.021247,4.044938,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,1.0,0.0,0.0
TST-0036874,LOT-014,WFR-014-04,DIE-R51C09,EQP-104,STN-03,1,0.0,21,-21,0.9899,1.1775,1.1791,44.4164,178.4185,12.6328,4.3524,0.496,2314.14,13.451,0.8788,0.4378,3.2149,28.33,46.6108,46.783,144.75,0.6815,0.421231,0.004017,1.049405,0.239008,31.127497,3.33,44.237982,0.054983,1.8983,0.020142,5.054596,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,1.0,0.0
TST-0036875,LOT-015,WFR-015-04,DIE-R58C22,EQP-106,STN-04,1,0.0,28,-8,0.9707,1.2085,1.2036,41.4467,178.6589,11.6628,4.317,0.4761,2357.67,13.189,0.8878,0.4564,2.9948,30.12,49.6439,49.8777,153.3,0.7324,0.393959,0.004311,1.197777,0.227068,31.09531,5.12,41.268041,0.050348,1.6506,0.021056,5.381206,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0036877,LOT-017,WFR-017-04,DIE-R12C48,EQP-101,STN-02,1,0.0,-18,18,0.8485,1.212,1.1816,41.8627,141.2274,12.755,4.3382,0.4501,2367.55,12.6739,0.8591,0.4299,3.4054,29.1,50.3576,50.5554,144.31,0.7619,0.37137,0.003374,1.202923,0.268694,30.006092,4.1,41.721473,0.055334,2.1164,0.02127,4.109717,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,1.0,0.0,0.0,0.0,0.0
TST-0036880,LOT-020,WFR-020-04,DIE-R33C27,EQP-104,STN-01,1,0.0,3,-3,0.1414,1.1257,1.0973,46.5929,128.7888,11.895,4.0847,0.4398,2377.14,13.8575,0.8399,0.4373,2.4293,29.52,54.5786,54.7406,145.69,0.6859,0.39069,0.002764,1.171393,0.175306,32.941218,4.52,46.464111,0.048588,1.1521,0.02296,3.801845,PASS,LOW_VOLTAGE,1,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,1.0,0.0
TST-0036884,LOT-004,WFR-004-05,DIE-R01C19,EQP-102,STN-01,1,0.0,-29,-11,1.0,1.1876,1.1707,43.5951,166.7312,12.4311,4.1675,0.5063,2228.89,13.2882,0.8892,0.4213,3.4494,27.53,46.9422,47.1032,145.28,0.6813,0.426322,0.003825,1.076777,0.259584,29.617936,2.53,43.428369,0.051807,2.1389,0.021061,4.59011,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,1.0,0.0,0.0,0.0
TST-0036885,LOT-005,WFR-005-05,DIE-R08C32,EQP-103,STN-02,1,0.0,-22,2,0.7364,1.1866,1.1798,43.5418,132.2778,13.5436,4.3345,0.4509,2386.06,12.3894,0.8719,0.4272,3.3318,25.78,53.5455,53.7936,147.08,0.7357,0.379993,0.003038,1.229749,0.268923,29.561852,0.78,43.409522,0.058705,2.0327,0.022441,3.410122,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,1.0,0.0,0.0
TST-0036886,LOT-006,WFR-006-05,DIE-R15C45,EQP-104,STN-03,1,0.0,-15,15,0.7071,1.1739,1.154,45.1122,108.3114,13.6755,4.2172,0.4187,2548.42,12.147,0.8511,0.4445,2.588,26.7,51.4162,51.5697,153.4,0.7552,0.356674,0.002401,1.13974,0.213057,30.955658,1.7,45.003889,0.057672,1.2924,0.020176,2.891914,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,1.0,0.0
TST-0036888,LOT-008,WFR-008-05,DIE-R29C11,EQP-107,STN-01,1,0.0,-1,-19,0.6342,1.2008,1.1695,45.2259,135.0189,12.9843,4.2362,0.4289,2636.28,12.6963,0.8232,0.4114,2.1703,29.68,56.8449,57.0418,149.18,0.7719,0.357179,0.002985,1.25691,0.17094,33.471002,4.68,45.090881,0.055004,0.9357,0.021563,4.007361,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0036889,LOT-009,WFR-009-05,DIE-R36C24,EQP-101,STN-02,1,0.0,6,-6,0.2828,1.1961,1.1826,42.2206,133.6747,12.6798,4.1796,0.4834,2263.07,13.2361,0.7944,0.4212,3.7559,28.55,49.1832,49.3265,143.85,0.7127,0.404147,0.003166,1.16491,0.283762,29.954221,3.55,42.086925,0.052996,2.5403,0.021733,3.816413,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,1.0,0.0,0.0,0.0,0.0
TST-0036890,LOT-010,WFR-010-05,DIE-R43C37,EQP-102,STN-03,1,0.0,13,7,0.4922,1.1587,1.1305,47.9624,127.3141,13.6373,4.023,0.4498,2606.58,13.0386,0.8293,0.4462,1.5268,28.95,58.4329,58.7156,147.94,0.7089,0.388194,0.002654,1.218306,0.117098,33.986154,3.95,47.835086,0.054863,0.2513,0.022417,3.685743,PASS,LOW_VOLTAGE,1,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,1.0,0.0,0.0,0.0
TST-0036891,LOT-011,WFR-011-05,DIE-R50C50,EQP-103,STN-04,1,0.0,20,20,0.9428,1.2035,1.1835,44.6546,174.7051,13.0479,4.116,0.4766,2267.97,12.9962,0.8124,0.4314,3.542,27.98,44.4484,44.6333,152.06,0.7269,0.396012,0.003912,0.995382,0.272541,29.474992,2.98,44.479895,0.053705,2.2982,0.019598,4.888249,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,1.0,0.0,0.0
TST-0036892,LOT-012,WFR-012-05,DIE-R57C03,EQP-104,STN-01,1,0.0,27,-27,1.0,1.1881,1.1901,40.5973,201.1153,13.4626,4.1913,0.4645,2217.62,12.1152,0.8038,0.439,5.1739,28.94,43.7706,44.1049,148.79,0.7236,0.39096,0.004954,1.078165,0.427059,26.86691,3.94,40.396185,0.056426,3.9311,0.019738,5.820277,PASS,NORMAL,0,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,1.0,0.0
TST-0036893,LOT-013,WFR-013-05,DIE-R04C16,EQP-106,STN-02,1,0.0,-26,-14,0.9843,1.2084,1.185,46.4226,170.4929,12.216,4.2264,0.4552,2491.96,12.7382,0.8849,0.4253,2.6924,31.38,56.2138,56.3511,149.68,0.7532,0.376696,0.003673,1.210915,0.211364,31.743085,6.38,46.252107,0.05163,1.3822,0.022558,5.350067,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0036894,LOT-014,WFR-014-05,DIE-R11C29,EQP-107,STN-03,1,0.0,-19,-1,0.6342,1.208,1.176,45.3797,120.4962,12.8454,4.3887,0.4805,2186.21,13.1889,0.846,0.4236,3.6604,29.11,48.9487,49.1284,152.99,0.7275,0.397765,0.002655,1.078648,0.277536,28.833705,4.11,45.259204,0.056375,2.3908,0.02239,3.507644,PASS,LOW_VOLTAGE,1,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0036895,LOT-015,WFR-015-05,DIE-R18C42,EQP-101,STN-04,1,0.0,-12,12,0.5657,1.1905,1.1827,40.9004,129.2741,12.4293,4.4776,0.446,2445.99,11.6864,0.8287,0.4156,3.8918,27.13,49.6573,49.9028,153.61,0.7445,0.374633,0.003161,1.214103,0.33302,28.584818,2.13,40.771126,0.055653,2.6475,0.020302,3.507206,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,1.0,0.0,0.0,0.0,0.0
TST-0036897,LOT-017,WFR-017-05,DIE-R32C08,EQP-103,STN-02,1,0.0,2,-22,0.7364,1.1928,1.1747,41.8022,129.2893,13.2309,4.3822,0.434,2337.74,12.5318,0.8858,0.446,3.5742,27.25,50.8698,51.0374,149.43,0.7588,0.36385,0.003093,1.216917,0.28521,29.29609,2.25,41.672911,0.05798,2.2424,0.02176,3.523133,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,1.0,0.0,0.0
TST-0036900,LOT-020,WFR-020-05,DIE-R53C47,EQP-107,STN-01,1,0.0,23,17,0.9534,1.1785,1.1708,45.6537,153.2759,12.2276,4.1945,0.4455,2465.99,12.8063,0.8289,0.3879,2.4061,28.92,53.5132,53.6621,150.38,0.733,0.378023,0.003357,1.172155,0.187884,31.580208,3.92,45.500424,0.051289,1.1893,0.0217,4.432739,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0036904,LOT-004,WFR-004-01,DIE-R21C39,EQP-104,STN-01,1,0.0,-9,9,0.4243,1.2116,1.1516,43.3251,125.3445,13.1365,3.9371,0.4584,2362.33,12.5208,0.8837,0.3895,3.037,27.5,51.364,51.5676,146.11,0.7532,0.378343,0.002893,1.185548,0.242556,29.578261,2.5,43.199756,0.05172,1.7638,0.021743,3.446974,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,1.0,0.0
TST-0036905,LOT-005,WFR-005-01,DIE-R28C52,EQP-106,STN-02,1,0.0,-2,22,0.7364,1.2018,1.1554,41.2975,108.9387,13.5237,4.269,0.4478,2439.86,12.1103,0.8274,0.4364,2.8366,28.81,54.0486,54.081,146.45,0.754,0.372608,0.002638,1.308762,0.23423,29.547437,3.81,41.188561,0.057733,1.5728,0.022152,3.138524,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0036906,LOT-006,WFR-006-01,DIE-R35C05,EQP-107,STN-03,1,0.0,5,-25,0.8498,1.1958,1.1689,44.4371,157.7621,13.5234,4.1875,0.4624,2448.86,12.9508,0.8412,0.4286,2.7822,29.53,53.0824,53.2716,148.67,0.7334,0.386687,0.00355,1.194551,0.214828,31.714696,4.53,44.279338,0.056629,1.5124,0.021676,4.658715,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0036908,LOT-008,WFR-008-01,DIE-R49C31,EQP-102,STN-01,1,0.0,19,1,0.6342,1.1944,1.1902,46.3184,128.3032,13.4,4.3118,0.4539,2537.24,12.1302,0.8799,0.4347,2.6788,30.91,52.5085,52.6596,150.34,0.7405,0.380023,0.00277,1.133642,0.220837,30.777229,5.91,46.190097,0.057778,1.3642,0.020695,3.965852,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,1.0,0.0,0.0,0.0
TST-0036909,LOT-009,WFR-009-01,DIE-R56C44,EQP-103,STN-02,1,0.0,26,14,0.9843,1.2168,1.1545,43.6292,177.9811,13.1655,4.2897,0.4751,2318.2,13.0991,0.9066,0.4132,3.2449,27.52,51.4185,51.7044,151.51,0.7417,0.39045,0.004079,1.178534,0.247719,30.366334,2.52,43.451219,0.056476,1.9251,0.02218,4.89804,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,1.0,0.0,0.0
TST-0036910,LOT-010,WFR-010-01,DIE-R03C57,EQP-104,STN-03,1,0.0,-27,27,1.0,1.1604,1.1757,48.1414,177.2467,13.2755,4.32,0.5056,2344.77,14.1948,0.8833,0.4427,2.1117,27.29,46.878,47.191,148.1,0.6548,0.435712,0.003682,0.973756,0.148766,33.283541,2.29,47.964153,0.05735,0.7857,0.019993,4.837062,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,1.0,0.0
TST-0036911,LOT-011,WFR-011-01,DIE-R10C10,EQP-106,STN-04,1,0.0,-20,-20,0.9428,1.2102,1.1614,43.1335,181.4521,12.7199,4.0977,0.4617,2330.05,12.435,0.8792,0.406,3.3979,29.36,55.1936,55.3485,149.29,0.7485,0.381507,0.004207,1.279599,0.273253,28.974172,4.36,42.952048,0.052122,2.1127,0.023688,5.327434,PASS,NORMAL,0,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0036912,LOT-012,WFR-012-01,DIE-R17C23,EQP-107,STN-01,1,0.0,-13,-7,0.4922,1.1921,1.1718,38.7778,112.5182,13.2271,4.1745,0.4437,2253.44,12.225,0.8121,0.449,4.6547,29.01,50.8499,50.9351,157.42,0.7484,0.3722,0.002902,1.311315,0.380753,27.548304,4.01,38.665282,0.055217,3.3936,0.022565,3.264153,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0036913,LOT-013,WFR-013-01,DIE-R24C36,EQP-101,STN-02,1,0.0,-6,6,0.2828,1.1922,1.1729,47.378,206.1108,12.1346,3.9928,0.4798,2385.39,12.9941,0.8225,0.4109,3.0282,48.71,52.3285,52.5857,151.54,0.7124,0.402449,0.00435,1.104489,0.233044,30.995996,23.71,47.171889,0.048451,1.7948,0.021937,10.039657,FAIL,THERMAL_ANOMALY,1,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,1.0,0.0,0.0,0.0,0.0
TST-0036914,LOT-014,WFR-014-01,DIE-R31C49,EQP-102,STN-03,1,0.0,1,19,0.6342,1.194,1.16,43.121,128.9662,11.8643,4.2022,0.4772,2309.32,12.6624,0.8161,0.3859,3.3372,28.55,53.5144,53.6745,153.5,0.7168,0.399665,0.002991,1.241029,0.263552,29.241534,3.55,42.992034,0.049856,2.1352,0.023173,3.681985,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,1.0,0.0,0.0,0.0
TST-0036915,LOT-015,WFR-015-01,DIE-R38C02,EQP-103,STN-04,1,0.0,8,-28,0.9707,1.1775,1.159,42.215,172.4211,13.5991,4.5229,0.5119,2106.15,13.8851,0.8664,0.4166,4.2242,28.86,51.0517,51.2062,152.81,0.6656,0.434735,0.004084,1.209326,0.304225,29.244103,3.86,42.042579,0.061507,2.9412,0.024239,4.976073,PASS,PROCESS_VARIATION,1,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,1.0,0.0,0.0
TST-0036917,LOT-017,WFR-017-01,DIE-R52C28,EQP-106,STN-02,1,0.0,22,-2,0.7364,1.1906,1.1529,40.3106,120.5958,13.0066,4.3934,0.4382,2363.82,12.3993,0.8273,0.4003,3.8333,30.33,54.6815,54.7921,148.92,0.7524,0.36805,0.002992,1.356504,0.309155,29.309713,5.33,40.190004,0.057143,2.6057,0.023133,3.657671,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0036920,LOT-020,WFR-020-01,DIE-R13C07,EQP-102,STN-01,1,0.0,-17,-23,0.9534,1.1876,1.1674,45.7617,154.8704,11.6093,4.3077,0.4715,2407.72,12.6588,0.8542,0.4136,2.8885,29.44,51.4223,51.4773,145.92,0.7161,0.397019,0.003384,1.123697,0.228181,30.478846,4.44,45.60683,0.050009,1.6207,0.021357,4.559385,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,1.0,0.0,0.0,0.0
TST-0036924,LOT-004,WFR-004-02,DIE-R41C59,EQP-107,STN-01,1,0.0,11,29,1.0,1.1891,1.1632,46.8374,158.4513,12.0634,4.2967,0.4855,2459.36,12.9599,0.8461,0.4326,2.6201,29.07,52.6529,52.7721,151.58,0.7036,0.408292,0.003383,1.124164,0.20217,31.87306,4.07,46.678949,0.051833,1.3414,0.021409,4.606179,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0036925,LOT-005,WFR-005-02,DIE-R48C12,EQP-101,STN-02,1,0.0,18,-18,0.8485,1.2056,1.1678,42.5455,118.555,13.8208,4.4333,0.4756,2338.82,13.0209,0.805,0.4083,3.0426,27.92,53.724,53.9054,150.75,0.73,0.394492,0.002787,1.262742,0.23367,30.453541,2.92,42.426945,0.061272,1.8293,0.022971,3.310056,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,1.0,0.0,0.0,0.0,0.0
TST-0036926,LOT-006,WFR-006-02,DIE-R55C25,EQP-102,STN-03,1,0.0,25,-5,0.8498,1.2142,1.2005,44.0297,158.1073,12.8361,4.0054,0.4694,2460.93,12.983,0.8221,0.4177,2.7206,29.31,51.8358,51.9777,154.16,0.7448,0.386592,0.003591,1.177292,0.209551,31.950254,4.31,43.871593,0.051414,1.4808,0.021064,4.634125,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,1.0,0.0,0.0,0.0
